wave,match,int_corr,samerace,age_o,race_o,age,race,imprace,income,income_num,age_gap
4,1,0.310,0,27,4.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,1,0.310,0,27,4.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,1,0.310,0,27,4.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,1,0.310,0,27,4.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,1,0.310,0,27,4.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,1,0.310,0,27,4.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,1,0.310,0,27,4.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,1,0.310,0,27,4.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,1,0.310,0,27,4.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,-0.020,0,28,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,0,-0.020,0,28,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,0,-0.020,0,28,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,0,-0.020,0,28,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,0,-0.020,0,28,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,0,-0.020,0,28,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,0,-0.020,0,28,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,0,-0.020,0,28,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,0,-0.020,0,28,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,0,-0.020,0,28,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,0,-0.020,0,28,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,1,-0.080,0,25,6.000,25.000,1.000,1.000,41,547.00,41547.000,0.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,0,0.090,0,35,3.000,25.000,1.000,1.000,41,547.00,41547.000,10.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,1,0.170,0,32,3.000,25.000,1.000,1.000,41,547.00,41547.000,7.000
4,0,-0.140,0,30,2.000,25.000,1.000,1.000,41,547.00,41547.000,5.000
4,0,-0.140,0,30,2.000,25.000,1.000,1.000,41,547.00,41547.000,5.000
4,0,-0.140,0,30,2.000,25.000,1.000,1.000,41,547.00,41547.000,5.000
4,0,-0.140,0,30,2.000,25.000,1.000,1.000,41,547.00,41547.000,5.000
4,0,-0.140,0,30,2.000,25.000,1.000,1.000,41,547.00,41547.000,5.000
4,0,-0.140,0,30,2.000,25.000,1.000,1.000,41,547.00,41547.000,5.000
4,0,-0.140,0,30,2.000,25.000,1.000,1.000,41,547.00,41547.000,5.000
4,0,-0.140,0,30,2.000,25.000,1.000,1.000,41,547.00,41547.000,5.000
4,0,-0.140,0,30,2.000,25.000,1.000,1.000,41,547.00,41547.000,5.000
4,0,-0.140,0,30,2.000,25.000,1.000,1.000,41,547.00,41547.000,5.000
4,0,-0.140,0,30,2.000,25.000,1.000,1.000,41,547.00,41547.000,5.000
4,1,-0.060,0,22,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,1,-0.060,0,22,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,1,-0.060,0,22,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,1,-0.060,0,22,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,1,-0.060,0,22,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,1,-0.060,0,22,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,1,-0.060,0,22,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,1,-0.060,0,22,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,1,-0.060,0,22,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,1,-0.060,0,22,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,1,-0.060,0,22,2.000,25.000,1.000,1.000,41,547.00,41547.000,3.000
4,0,0.270,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.270,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.270,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.270,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.270,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.270,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.270,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.270,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.270,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.270,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.270,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.150,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.150,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.150,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.150,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.150,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.150,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.150,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.150,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.150,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
4,0,0.150,0,23,2.000,25.000,1.000,1.000,41,547.00,41547.000,2.000
